Time,Number of players,Total bets,Multiplier(Crash),Total gains,L
22:12,17509,12407819.46 LKR,1.85,1810743.35 LKR,2302577
22:12,18008,13817199.48 LKR,1.81,0 LKR,2302589
22:12,17690,16650715.49 LKR,3.3,13551038.66 LKR,2302599
22:13,19435,13868111.09 LKR,24.66,68076414.51 LKR,2302613
22:13,17269,8858053.15 LKR,1.03,0 LKR,2302634
22:14,14663,7626369.79 LKR,1.12,0 LKR,2302643
22:14,13527,8691207.98 LKR,12.56,28525503.5 LKR,2302652
22:15,17431,9084458.57 LKR,1.23,414315.6 LKR,2302670
22:15,14473,8762763.89 LKR,1.58,819667.97 LKR,2302680
22:15,16209,12238611.82 LKR,3.91,19127207.38 LKR,2302690
22:16,19080,12126094.73 LKR,26.96,55024844.41 LKR,2302704
22:17,15606,7750284.99 LKR,25.89,32700672.68 LKR,2302731
22:17,16136,8573041.25 LKR,5.71,14181909.21 LKR,2302751
22:18,16055,9367468.41 LKR,1,0 LKR,2302767
22:18,13820,9148711.62 LKR,25.99,37712519.88 LKR,2302773
22:19,18708,10567464.76 LKR,1.83,2060151.47 LKR,2302795
22:19,16226,10842591.33 LKR,1.49,1075166.89 LKR,2302805
22:20,15441,9203055.43 LKR,1.85,1671961.43 LKR,2302817
22:20,18248,13932573.32 LKR,1.4,1127350.67 LKR,2302829
22:20,17413,12850898.2 LKR,1.41,549425.42 LKR,2302837
22:21,17188,11841248.84 LKR,5.59,21188983.62 LKR,2302846
22:21,21342,12629159.65 LKR,1.85,1533705.13 LKR,2302859
22:21,18925,11589924.07 LKR,1.43,456503.81 LKR,2302872
22:22,17121,12088930.46 LKR,1.61,0 LKR,2302882
22:22,18566,13209625.9 LKR,2.55,5249481.79 LKR,2302892
22:22,20500,15308186.09 LKR,1.11,0 LKR,2302904
22:23,17511,12157949.44 LKR,1.35,606276.54 LKR,2302912
22:23,15987,12480064.63 LKR,1.46,0 LKR,2302923
22:23,15508,11219084.18 LKR,1.48,575511.77 LKR,2302934
22:24,14762,10881706 LKR,2.02,2507924.23 LKR,2302943
22:24,16453,11555379.99 LKR,1.06,0 LKR,2302956
22:25,13880,8698603.55 LKR,8.95,22383996.52 LKR,2302964
22:25,16472,10290133.72 LKR,1.73,1609246.78 LKR,2302980
22:26,14372,8947144.4 LKR,28.65,51614972.69 LKR,2302992
22:26,15394,7752288.49 LKR,1.17,0 LKR,2303014
22:26,13000,9948527.03 LKR,3.96,15626961.51 LKR,2303024
22:27,15251,9862103 LKR,1.93,2455319.52 LKR,2303038
22:27,14630,11723422.18 LKR,1.86,1258041.32 LKR,2303048
22:28,14833,11177062.48 LKR,1.43,361900.68 LKR,2303059
22:28,14056,10185927.39 LKR,1.02,0 LKR,2303067
22:28,14446,12427368.24 LKR,6.55,28909931.78 LKR,2303074
22:29,16327,12564772.58 LKR,6.6,27155860.91 LKR,2303091
22:30,15668,10643950.59 LKR,24.04,63109088.24 LKR,2303103
22:30,14609,7796686.76 LKR,13.55,25002219.16 LKR,2303129
22:30,14962,8610072.84 LKR,1.02,0 LKR,2303147
22:31,11762,7803168.34 LKR,1.09,130839.8 LKR,2303156
22:31,10809,7146796.27 LKR,10.23,17462842.07 LKR,2303167
22:32,16105,9727702.58 LKR,1.89,2406401.1 LKR,2303183
22:32,14601,8404813.63 LKR,2.53,4875607.11 LKR,2303194
22:33,16414,11170022.36 LKR,6.22,19430501.74 LKR,2303204
22:33,16851,10446352.76 LKR,1,0 LKR,2303219
22:33,15885,11099870 LKR,2.12,1944107.97 LKR,2303226
22:34,17223,13367245.95 LKR,3.79,19697022.43 LKR,2303238
22:34,17992,9308388.17 LKR,1.02,50384.85 LKR,2303250
22:34,10135,7214601.25 LKR,3.24,9297586.99 LKR,2303258
22:35,11935,8478279.93 LKR,1.62,2221730.24 LKR,2303269
22:35,10561,6616932.16 LKR,1.21,187704.03 LKR,2303282
22:35,9561,6428054.46 LKR,1.42,865943.9 LKR,2303290
22:36,9573,7370004.76 LKR,1.1,65229.6 LKR,2303301
22:36,8833,7229874.66 LKR,6.13,16441789.24 LKR,2303309
22:36,11087,7190100.19 LKR,1.32,269385.68 LKR,2303322
22:37,9127,6400429.5 LKR,1.08,0 LKR,2303330
22:37,7919,6828789.47 LKR,3.68,12000872.51 LKR,2303341
22:37,9543,6851361.23 LKR,2.2,3750171.65 LKR,2303354
22:38,8926,6800372.06 LKR,25.21,17652806.29 LKR,2303364
22:38,9453,6430446.07 LKR,1.03,0 LKR,2303385
22:39,7968,5833566.91 LKR,4.89,10640212.78 LKR,2303393
22:39,9597,6285170.14 LKR,1.25,186084.26 LKR,2303409
22:40,8316,5412521.19 LKR,1.02,0 LKR,2303418
22:40,8702,5798152.24 LKR,1.02,582407.74 LKR,2303427
22:40,8359,5971474.23 LKR,1.01,0 LKR,2303435
22:41,8024,6707662.51 LKR,4.7,12574524.23 LKR,2303447
22:41,9690,6624290.48 LKR,3.7,9763257.72 LKR,2303462
22:41,9452,5683698.86 LKR,1.62,1287217.53 LKR,2303472
22:42,8300,4529704.51 LKR,1.17,116670.17 LKR,2303481
22:42,7337,4542276.01 LKR,7.64,11569898.46 LKR,2303490
22:43,9436,4527104.3 LKR,25.4,13574420.94 LKR,2303505
22:43,8810,4789157.82 LKR,1.56,587045.86 LKR,2303527
22:44,7068,3998441.95 LKR,2.61,2520427.32 LKR,2303537
22:44,8741,4489326.72 LKR,1.51,674188.84 LKR,2303547
22:44,8547,3884655.12 LKR,1.26,87919.35 LKR,2303556
22:45,8068,4798949.25 LKR,3.93,7015461.29 LKR,2303566
22:45,10173,5125007.71 LKR,1.51,646625.88 LKR,2303580
22:45,8652,4271273.03 LKR,1.92,1188829.68 LKR,2303590
22:46,9628,4458287.35 LKR,2.28,1980815.5 LKR,2303598
22:46,9821,5093997.19 LKR,1.15,91988.89 LKR,2303611
22:46,8565,3960044.69 LKR,2,1336000.6 LKR,2303622
22:47,9608,5352698.8 LKR,1.99,1353930.31 LKR,2303631
22:47,9015,6667178.9 LKR,1.94,3006978.19 LKR,2303643
22:48,8927,6045969.22 LKR,16.65,17653486.39 LKR,2303656
22:48,9648,5187102.05 LKR,2.63,2679054.39 LKR,2303676
22:49,8747,4725096.73 LKR,1.56,633488.65 LKR,2303686
22:49,7671,4402476.97 LKR,1.48,401243.98 LKR,2303693
22:49,7720,3854801.29 LKR,11.28,9999650.89 LKR,2303704
22:50,10046,4812122.89 LKR,1,0 LKR,2303721
22:50,8806,4726754.82 LKR,3.32,4375323.37 LKR,2303728
22:50,9872,5383593.43 LKR,1.23,944439.57 LKR,2303742
22:51,8756,4469490.71 LKR,2.11,1257596.39 LKR,2303751
22:51,9234,4776190.52 LKR,1.33,248855.38 LKR,2303760
22:52,8801,5860791.41 LKR,2.41,3322204.49 LKR,2303772
22:52,9513,5153220.82 LKR,1.28,219974.47 LKR,2303783
22:52,8724,4344397.86 LKR,1.19,152460.33 LKR,2303793
22:53,7957,3700390.32 LKR,27.68,11903842.72 LKR,2303803
22:53,8903,4983376.82 LKR,2.14,1460794.73 LKR,2303825
22:54,7490,3873024.86 LKR,2.61,3610237.63 LKR,2303836
22:54,8346,4393933.21 LKR,1.13,64733.56 LKR,2303845
22:54,7369,3998270.98 LKR,2.17,1607442.76 LKR,2303855
22:55,8643,5239939.12 LKR,1.2,186674.02 LKR,2303868
22:55,8310,4523572.03 LKR,3.18,5907218.49 LKR,2303879
22:56,9146,6337890.64 LKR,5.03,11508778.02 LKR,2303891
22:56,9429,4105489.84 LKR,1.3,67057.28 LKR,2303906
22:56,8018,3321287.48 LKR,1.4,336420.35 LKR,2303915
22:57,8165,4413122.13 LKR,1.73,1090973.64 LKR,2303925
22:57,8784,6079823.65 LKR,8.85,12831827.51 LKR,2303935
22:57,9878,4550914.26 LKR,1,0 LKR,2303953
22:58,9077,4358970.93 LKR,2.32,2779081.97 LKR,2303960
22:58,9311,3967583.45 LKR,2.16,2282256.26 LKR,2303972
22:58,9370,5414408.99 LKR,1.19,250960.95 LKR,2303982
22:59,8489,3995311.35 LKR,1,0 LKR,2303990
22:59,9064,5328826.54 LKR,1.61,796808.01 LKR,2303998
22:59,8658,6608406.31 LKR,1.37,490646.31 LKR,2304008
23:00,7673,5863188.03 LKR,1.62,1263259.69 LKR,2304017
23:00,7638,4044665.99 LKR,1.14,91055.86 LKR,2304029
23:01,6888,5427486.06 LKR,18.84,26675164.9 LKR,2304039
23:01,8414,5760939.56 LKR,1.29,155867.26 LKR,2304059
23:01,6994,5369256.82 LKR,1.97,1596438.12 LKR,2304069
23:02,7282,5212051.25 LKR,1.09,0 LKR,2304080
23:02,6649,5092049.42 LKR,1.29,361645.77 LKR,2304089
23:02,6297,5961812.5 LKR,1.12,0 LKR,2304097
23:03,6135,5651040.01 LKR,1.94,1823884.36 LKR,2304105
23:03,6905,6682825.91 LKR,27.57,22977324.45 LKR,2304117
23:04,6919,6696556.99 LKR,6.57,19371315.69 LKR,2304137
23:04,6798,6065324.29 LKR,1.59,2698081.69 LKR,2304154
23:10,12119,9134046.16 LKR,1.03,0 LKR,2304309
23:10,11115,8221013.81 LKR,1.58,423765.6 LKR,2304319
23:10,11157,8307297.73 LKR,1.44,1215410.23 LKR,2304331
23:11,10225,8335590.47 LKR,6.95,20049377.97 LKR,2304342
23:11,12085,6842548.76 LKR,2.61,3592440.56 LKR,2304355
23:12,11426,6607198.59 LKR,5.33,13338209.86 LKR,2304368
23:12,11723,5521220.23 LKR,2.73,3080137.41 LKR,2304378
23:12,11621,7807366.63 LKR,1.29,203766.01 LKR,2304390
23:13,9879,4772503.89 LKR,1.01,0 LKR,2304401
23:13,11054,6963719.22 LKR,12.51,16382188.95 LKR,2304411
23:14,12026,4930019.18 LKR,1.78,1296472.23 LKR,2304427
23:14,10954,6555743.79 LKR,1.29,213524.23 LKR,2304439
23:14,10503,6816042.63 LKR,2.88,3249032.02 LKR,2304449
23:15,12391,8681233.1 LKR,1.17,0 LKR,2304459
23:15,11227,7430906.84 LKR,1.15,0 LKR,2304468
23:15,10484,8733322.94 LKR,1.08,0 LKR,2304478
23:15,10190,8286757.04 LKR,1.38,1332786.57 LKR,2304486
23:16,10200,7457033.88 LKR,1.06,0 LKR,2304497
23:16,9198,6743831.65 LKR,2.82,5683677.3 LKR,2304508
23:16,10536,6159572.68 LKR,1.09,0 LKR,2304520
23:17,8908,4832032.33 LKR,1.27,252992.09 LKR,2304530
23:17,7922,4953160.93 LKR,3.28,7094702.42 LKR,2304541
23:17,9969,5449285.79 LKR,1.15,0 LKR,2304553
23:18,8250,4926388.1 LKR,2.22,2737583.45 LKR,2304563
23:18,9000,5320569.33 LKR,2.27,2254045.66 LKR,2304575
23:19,8985,5930377.16 LKR,1.74,845270.09 LKR,2304587
23:19,8605,5271435.3 LKR,1.51,1215935.32 LKR,2304599
23:19,7833,4686317.69 LKR,1.7,874433.18 LKR,2304608
23:20,7905,5224587.87 LKR,1.52,889760.4 LKR,2304620
23:20,7677,5393732.83 LKR,2.74,3715354.99 LKR,2304630
23:20,8481,4552134.18 LKR,1.37,455611.28 LKR,2304642
23:21,7020,3156557.67 LKR,7.3,8702226.53 LKR,2304650
23:21,8624,4273248.81 LKR,2.21,1500157.43 LKR,2304666
23:22,7840,3489604.2 LKR,9.9,8291744.06 LKR,2304677
23:22,8535,3180003.58 LKR,1.18,0 LKR,2304695
23:22,6868,3110279.07 LKR,3.51,4267617.88 LKR,2304704
23:23,8550,3828466.47 LKR,2,1295789.47 LKR,2304714
23:23,8434,4330701.56 LKR,3.61,7053616.83 LKR,2304726
23:24,9029,5947995.57 LKR,1.28,298707.9 LKR,2304738
23:24,8305,5690752.35 LKR,9.35,13713409.7 LKR,2304747
23:25,9423,4147259.46 LKR,2.35,2169604.36 LKR,2304763
23:25,9267,6046682.65 LKR,4.6,10009592.21 LKR,2304775
23:25,9698,4840323.1 LKR,3.35,5954884.5 LKR,2304788
23:26,9981,6061153.95 LKR,3.79,8846848.12 LKR,2304803
23:26,10036,4368133.02 LKR,3.6,6427419.49 LKR,2304818
23:27,10760,5807829.4 LKR,1.74,846746.1 LKR,2304829
23:27,9411,4948712.48 LKR,1.63,1231436.76 LKR,2304839
23:27,9288,6112683.73 LKR,3.87,9301647.92 LKR,2304850
23:28,11460,5061553.72 LKR,1.12,0 LKR,2304861
23:28,9967,5817618.77 LKR,2.18,4271555.63 LKR,2304872
23:28,10874,5347455.06 LKR,1.24,203720.21 LKR,2304880
23:29,10055,6268299.98 LKR,1.15,0 LKR,2304891
23:29,9076,5320437.31 LKR,1.74,649378.86 LKR,2304898
23:29,10141,6449842.51 LKR,1.37,198096.12 LKR,2304908
23:30,9012,6513480.78 LKR,1.03,0 LKR,2304918
23:30,8625,5075911.44 LKR,1.33,230704.7 LKR,2304927
23:30,7747,5216874.26 LKR,4.91,10578613.08 LKR,2304937
23:31,9953,7209670.99 LKR,1.58,2481313.36 LKR,2304949
23:31,8933,5047440.07 LKR,2.07,3788705.81 LKR,2304959
23:32,8743,5471240.53 LKR,18.17,19332036.73 LKR,2304968
23:32,9532,5069351.95 LKR,1.69,1123339.55 LKR,2304986
23:33,8832,5838130.11 LKR,8.5,14389410.86 LKR,2304996
23:33,9262,5338207.09 LKR,1.18,0 LKR,2305010
23:33,8328,5245194.92 LKR,2.29,2688846.64 LKR,2305022
23:34,9681,6011168.62 LKR,16.24,13588594.07 LKR,2305032
23:34,9385,4526656.23 LKR,1.79,701072.29 LKR,2305053
23:35,9051,5750885.89 LKR,3.36,6445843.35 LKR,2305063
23:35,10190,4935194.56 LKR,1.74,648519.16 LKR,2305076
23:36,9825,5991933.88 LKR,4.8,11850544.68 LKR,2305087
23:36,10526,5684365.15 LKR,5.23,10558042.55 LKR,2305099
23:36,10529,5187533.85 LKR,1.27,323396.14 LKR,2305112
23:37,9236,4920104.53 LKR,1.52,538025.99 LKR,2305122
23:37,10122,6212036.25 LKR,22.5,21173852.24 LKR,2305134
23:38,10936,5151204.88 LKR,29.46,19561263.26 LKR,2305155
23:39,10687,4952179.48 LKR,6.2,11987346.68 LKR,2305180
23:39,10636,4405205.51 LKR,1.08,0 LKR,2305195
23:40,8065,4492725.95 LKR,3.95,9138204.82 LKR,2305203
23:40,11646,4432057.77 LKR,1.67,581890.79 LKR,2305214
23:40,11143,5477110.32 LKR,5.46,11315784.93 LKR,2305224
23:41,12354,4490689.23 LKR,1.18,59377.92 LKR,2305239
23:41,11021,5929722.75 LKR,1.54,388953.57 LKR,2305250
23:41,11573,6550426.15 LKR,1.96,1854061.01 LKR,2305261
23:42,12464,8253074.34 LKR,1.24,229528.53 LKR,2305273
23:42,11342,5839582.08 LKR,1.24,214178.39 LKR,2305283
23:42,9880,5619397.27 LKR,7.5,13320537 LKR,2305290
23:43,12508,5762989.62 LKR,1.14,0 LKR,2305306
23:43,10793,5422776.01 LKR,6.58,14650753.39 LKR,2305318
23:44,11749,4956240.09 LKR,1.44,598430.94 LKR,2305330
23:44,11116,5443489.97 LKR,1.26,211345.21 LKR,2305341
23:44,10346,5512417.61 LKR,1.59,1541361.39 LKR,2305352
23:45,10398,6290172.54 LKR,3.63,8477315.95 LKR,2305361
23:45,11818,6526153.77 LKR,2.56,4944493.65 LKR,2305375
23:46,11554,5799630.48 LKR,9.07,15021889.95 LKR,2305386
23:46,11598,5240975.58 LKR,21.04,16618215.67 LKR,2305404
23:47,11206,6079954.38 LKR,1,0 LKR,2305426
23:47,10440,6682763.62 LKR,2.35,2978191.08 LKR,2305436
23:47,11841,6454838.28 LKR,4.3,12090050.86 LKR,2305445
23:48,12362,5994422.94 LKR,1.92,2344951.69 LKR,2305457
23:48,11576,5064795.88 LKR,2.34,2355637.8 LKR,2305468
